ApplStandard,MEPSComp,N-Standard,Model_No,Family Name,avg_pwr_standby_mode,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Setting_heat,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,eermepslev,TestedOutputEER,TestedOutputCOP,AnnualOutputEER,AnnualOutputCOP,PL_EERMEPS,PL_COPMEPS,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,Submit_ID,ExpDate,GrandDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 2,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,PartNumber,EER,Availability Status,star2000_cool,star2000_heat,Product Website,Representative Brand URL,Variable Output Compressor,Star Image Large,Star Image Small,Registration Number,Is variable speed,Type variable output,Var output compressor,Variable output rated as fixed sp,No HSPF,Rated Total Cool Capacity W,Rated cooling power input W,Have T1 half cap results,T1_half_cap_power_rated,T1_half_cap_cooling_cap_rated,Have T1 min cap results,T1_min_cap_power_rated,T1_min_cap_cooling_cap_rated,Have low temp cool full cap results,Low temp cooling full cap power rated,Low temp cooling full cap rated,Have low temp cool half cap results,Low temp cooling half cap power rated,Low temp cooling half cap rated,Have low temp cool min cap results,Low temp cooling min cap power rated,Low temp cooling min cap rated,Rated Heating Capacity watts,Rated heating power input watts,H1_half_cap_power_rated,H1_half_cap_heat_cap_rated,Have H1 min cap results,H1_min_cap_power_rated,H1_min_cap_heat_cap_rated,Have H2 extended mode results,H2_ext_cap_power_rated,H2_ext_cap_heat_cap_rated,Have H2 full mode results,H2_full_cap_power_rated,H2_full_cap_heat_cap_rated,Have H2 half capacity results,H2_half_cap_power_rated,H2_half_cap_heat_cap_rated,Have H2 min capacity results,H2_min_cap_power_rated,H2_min_cap_heat_cap_rated,Have H3 extended mode results,H3_ext_cap_power_rated,H3_ext_cap_heat_cap_rated,Have H3 full mode results,H3_full_cap_power_rated,H3_full_cap_heat_cap_rated,Have H3 half capacity results,H3_half_cap_power_rated,H3_half_cap_heat_cap_rated,indoor_sound_level,outdoor_sound_level,Residential TCSPF_cold,Residential TCSPF_mixed,Residential TCSPF_hot,Commercial TCSPF_cold,Commercial TCSPF_mixed,Commercial TCSPF_hot,Residential tcec_cold,Residential tcec_mixed,Residential tcec_hot,Commercial tcec_cold,Commercial tcec_mixed,Commercial tcec_hot,c_star_cold,c_star_mixed,c_star_hot,Residential HSPF_cold,Residential HSPF_mixed,Residential HSPF_hot,Commercial HSPF_cold,Commercial HSPF_mixed,Commercial HSPF_hot,Residential thec_cold,Residential thec_mixed,Residential thec_hot,Commercial thec_cold,Commercial thec_mixed,Commercial thec_hot,h_star_cold,h_star_mixed,h_star_hot,Outdoor unit only,Have_water_tank,Rated cool power input with water,Rated cool cap with water W,Rated cool cap with water kW,Residential tcec_cold with water,Residential tcec_mixed with water,Residential tcec_hot with water,PIA inoperative power,Rated AEER,Rated ACOP
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,REYQ12P,,,DAIKIN,3.725,Non Ducted,Multiple split - VRF,,Air,Air,Japan,9.56,29.775,33.5,,0.0,,,,9.38,37.5,Enthalpy Test Room,3.5928,4.277,True,,,107.0,114.0,0.0,0.0,,,,3.45397161862717,4.0907405565252,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",80651,2019-07-18,,Approved,Reverse Cycle,,Class 11,False,,True,,,,DTA104A62,3.5928,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,,AAC1002,,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,,,,9.56,,,,,,,,,,,,,,,,,9.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3765,3.8401
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,REYQ14P,,,DAIKIN,5.031,Non Ducted,Multiple split - VRF,,Air,Air,Japan,11.96,34.969,40.0,,0.0,,,,11.525,45.0,Enthalpy Test Room,3.5704,4.1739,True,,,112.0,119.0,0.0,0.0,,,,3.44964413256643,4.0185189640781,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",80652,2019-07-23,,Approved,Reverse Cycle,,Class 12,False,,True,,,,DTA104A62,3.5704,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,,AAC1040,,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,,,,11.96,,,,,,,,,,,,,,,,,11.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2419,3.7729
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,REYQ16P,,,DAIKIN,5.354,Non Ducted,Multiple split - VRF,,Air,Air,Japan,14.74,39.646,45.0,,0.0,,,,13.6,50.0,Enthalpy Test Room,3.2441,3.9081,True,,,117.0,124.0,0.0,0.0,,,,3.15097239334584,3.77983129026597,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",80653,2019-07-18,,Approved,Reverse Cycle,,Class 12,False,,True,,,,DTA104A62,3.2441,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,,AAC1003,,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,,,,14.74,,,,,,,,,,,,,,,,,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9732,3.5666
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,REYQ18P,,,DAIKIN,5.383,Non Ducted,Multiple split - VRF,,Air,Air,Japan,13.72,45.017,50.4,,0.0,,,,14.275,56.5,Enthalpy Test Room,3.6829,3.939,True,,,166.0,166.0,0.0,0.0,,,,3.53289189118577,3.78559408167686,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",80654,2019-07-23,,Approved,Reverse Cycle,,Class 12,False,,True,,,,DTA104A62,3.6829,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,,AAC1039,,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,,,,13.72,,,,,,,,,,,,,,,,,14.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5291,3.8083
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,REYQ20P,,,DAIKIN,5.528,Non Ducted,Multiple split - VRF,,Air,Air,Japan,16.0,50.372,55.9,,0.0,,,,16.05,62.5,Enthalpy Test Room,3.4748,3.8529,True,,,171.0,171.0,0.0,0.0,,,,3.3500600398113,3.71571560721267,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",80655,2019-07-18,,Approved,Reverse Cycle,,Class 12,False,,True,,,,DTA104A62,3.4748,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,,AAC1019,,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,,,,16.0,,,,,,,,,,,,,,,,,16.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3719,3.7587
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,REYQ22P,,,DAIKIN,4.7,Non Ducted,Multiple split - VRF,,Air,Air,Japan,17.88,56.8,61.5,,0.0,,,,17.925,69.0,Enthalpy Test Room,3.3699,3.8308,True,,,209.0,209.0,0.0,0.0,,,,3.2400544926436,3.68117730444696,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",80656,2019-07-23,,Approved,Reverse Cycle,,Class 12,False,,True,,,,DTA104A62,3.3699,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,,AAC1038,,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,,,,17.88,,,,,,,,,,,,,,,,,17.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3089,3.7034
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,MFZ-KJ25VE / MUFZ-KJ25VE,,,MITSUBISHI ELECTRIC,0.3,Non Ducted,Single Split System,Floor Mounted,Air,Air,"Thailand,Japan",0.54,2.2,2.5,215.0,0.0,,,600.0,0.77,3.4,Calorimeter Room,4.8435,4.3585,True,,,0.6,0.6,0.0,0.0,,,,4.82483822153954,4.34740059320375,,,5.1497,4.1948,5.0,4.0,Calorimeter Room,Single,R410A,"Australia,New Zealand",80710,2019-05-27,,Archived,Reverse Cycle,750.0,Class 3,False,,False,,,,,4.8435,Unavailable,,,http://www.MitsubishiElectric.com.au/,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_5_4.png,AAC0905,,Variable output compressor,Inverter,,,,0.54,,,,,,,,,,,,,,,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6123,4.404
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,SRF35ZMXA-S / SRC35ZMXA-S,,,"MITSUBISHI HEAVY INDUSTRIES, LTD.",0.84,Non Ducted,Single Split System,Floor Mounted,Air,Air,Thailand,0.89,2.66,3.5,,0.0,,,,1.12,4.5,Calorimeter Room,3.6292,3.7942,True,50.49,,3.0,3.0,5.43692307692308,5.30023094688222,,,,3.59013508068791,3.76178191444518,,,2.6803,3.0236,2.5,3.0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",80808,2019-05-26,,Archived,Reverse Cycle,,Class 3,True,True,,True,True,True,,3.6292,Available,,,http://www.mhiaa.com.au/,http://www.mhiaa.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2.5_3.png,AAC0903,,"Variable output compressor,",Inverter,,,,0.89,,,,,,,,,,,,,,,,,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8883,3.9818
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,RAS-2HVNP,,,HITACHI,0.4,Non Ducted,Multiple split - VRF,,Air,Air,Japan,1.24,4.6,5.0,,0.0,,,,1.2,5.6,Enthalpy Test Room,4.2819,4.609,True,,,36.0,42.0,0.0,0.0,,,,3.87312894216588,4.11367490310078,,,,,,,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",80913,2019-05-30,,Approved,Reverse Cycle,,Class 9,False,,False,,,,,4.2819,Available,,,,http://www.hitachi.com.au,True,,,AAC0919,,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,,,,1.24,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6719,4.173
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,RXYQ8T,,,DAIKIN,3.5,Non Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",5.53,18.9,22.4,,0.0,,,,5.99,25.0,Enthalpy Test Room,3.8955,4.2466,True,,,57.0,64.0,0.0,0.0,,,,3.76476489377636,4.09084126348918,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",80923,2019-07-18,,Approved,Reverse Cycle,,Class 11,False,,True,,,,DTA104A62,3.8955,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,,AAC0991,,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,,,,5.53,,,,,,,,,,,,,,,,,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9143,4.0282
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,RXYQ10T,,,DAIKIN,4.37,Non Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",7.69,23.63,28.0,,0.0,,,,7.665,30.398,Enthalpy Test Room,3.7238,4.2927,True,,,62.0,69.0,0.0,0.0,,,,3.61928642995301,4.16049196826931,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",80924,2019-07-15,,Approved,Reverse Cycle,,Class 11,False,,True,,,,DTA104A62,3.7238,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,,AAC0977,,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,,,,7.69,,,,,,,,,,,,,,,,,7.665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5445,3.8487
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,RXYQ12T,,,DAIKIN,5.18,Non Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",9.49,28.32,33.5,,0.0,,,,9.51,37.5,Enthalpy Test Room,3.5991,3.9925,True,,,67.0,74.0,0.0,0.0,,,,3.51057614411096,3.88528384860835,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",80925,2019-07-18,,Approved,Reverse Cycle,,Class 11,False,,True,,,,DTA104A62,3.5991,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,,AAC0986,,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,,,,9.49,,,,,,,,,,,,,,,,,9.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4478,3.8422
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,RXYQ14T,,,DAIKIN,6.75,Non Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",11.46,33.25,40.0,,0.0,,,,11.625,43.425,Enthalpy Test Room,3.5423,4.0761,True,,,105.0,112.0,0.0,0.0,,,,3.43053173241852,3.94095227419219,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",80926,2019-07-21,,Approved,Reverse Cycle,,Class 12,False,,True,,,,DTA104A62,3.5423,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,,AAC1027,,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,,,,11.46,,,,,,,,,,,,,,,,,11.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3856,3.6177
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,RXYQ16T,,,DAIKIN,7.28,Non Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",13.64,37.72,45.0,,0.0,,,,13.4,50.0,Enthalpy Test Room,3.2739,3.8019,True,,,110.0,117.0,0.0,0.0,,,,3.18463163144077,3.68701696257047,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",80927,2019-07-18,,Approved,Reverse Cycle,,Class 12,False,,True,,,,DTA104A62,3.2739,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,,AAC0985,,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,,,,13.64,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2116,3.6244
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,RXYQ18TN,,,DAIKIN,7.87,Non Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",13.22,42.53,50.4,,0.0,,,,13.675,56.5,Enthalpy Test Room,3.8463,4.1707,True,,,119.0,133.0,0.0,0.0,,,,3.72769064980893,4.03208035765783,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",80928,2019-07-18,,Approved,Reverse Cycle,,Class 12,False,,True,,,,DTA104A62,3.8463,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,,AAC0997,,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,,,,13.22,,,,,,,,,,,,,,,,,13.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6998,4.0001
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,RXYQ20TN,,,DAIKIN,8.68,Non Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",15.0,47.22,55.9,,0.0,,,,15.55,60.313,Enthalpy Test Room,3.7796,4.2059,True,,,124.0,138.0,0.0,0.0,,,,3.67180990965971,4.07792024762437,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",80929,2019-07-14,,Approved,Reverse Cycle,,Class 12,False,,True,,,,DTA104A62,3.7796,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,,AAC0975,,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,,,,15.0,,,,,,,,,,,,,,,,,15.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6254,3.7657
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,RXYQ22TN,,,DAIKIN,10.25,Non Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",16.98,52.15,62.4,,0.0,,,,17.625,67.56,Enthalpy Test Room,3.7203,4.206,True,,,129.0,143.0,0.0,0.0,,,,3.62266439337698,4.08727141934587,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",80930,2019-07-18,,Approved,Reverse Cycle,,Class 12,False,,True,,,,DTA104A62,3.7203,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,,AAC0989,,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,,,,16.98,,,,,,,,,,,,,,,,,17.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5829,3.7309
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,RXQ6T,,,DAIKIN,2.13,Non Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",3.87,13.87,16.0,,0.0,,,,,,Enthalpy Test Room,4.3653,0.0,True,,,52.0,,0.0,0.0,,,,4.15863131470927,0.0,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",80931,2019-07-18,,Approved,Cooling Only,,Class 10,False,,True,,,,DTA104A62,4.3653,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,,AAC0988,,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,,,,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9548,0.0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,RXQ8T,,,DAIKIN,3.5,Non Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",5.53,18.9,22.4,,0.0,,,,,,Enthalpy Test Room,3.8955,0.0,True,,,57.0,,0.0,0.0,,,,3.76476489377636,0.0,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",80932,2019-07-22,,Approved,Cooling Only,,Class 11,False,,True,,,,DTA104A62,3.8955,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,,AAC1033,,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,,,,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9143,0.0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,RXQ10T,,,DAIKIN,4.37,Non Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",7.69,23.63,28.0,,0.0,,,,,,Enthalpy Test Room,3.7238,0.0,True,,,62.0,,0.0,0.0,,,,3.61928642995301,0.0,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",80933,2019-07-18,,Approved,Cooling Only,,Class 11,False,,True,,,,DTA104A62,3.7238,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,,AAC0987,,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,,,,7.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5445,0.0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,RXQ12T,,,DAIKIN,5.18,Non Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",9.49,28.32,33.5,,0.0,,,,,,Enthalpy Test Room,3.5991,0.0,True,,,67.0,,0.0,0.0,,,,3.51057614411096,0.0,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",80934,2019-07-21,,Approved,Cooling Only,,Class 11,False,,True,,,,DTA104A62,3.5991,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,,AAC1026,,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,,,,9.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4478,0.0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,RXQ14T,,,DAIKIN,6.75,Non Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",11.46,33.25,40.0,,0.0,,,,,,Enthalpy Test Room,3.5423,0.0,True,,,105.0,,0.0,0.0,,,,3.43053173241852,0.0,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",80935,2019-07-18,,Approved,Cooling Only,,Class 12,False,,True,,,,DTA104A62,3.5423,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,,AAC0993,,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,,,,11.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3856,0.0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,RXQ16T,,,DAIKIN,7.28,Non Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",13.64,37.72,45.0,,0.0,,,,,,Enthalpy Test Room,3.2739,0.0,True,,,110.0,,0.0,0.0,,,,3.18463163144077,0.0,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",80936,2019-07-18,,Approved,Cooling Only,,Class 12,False,,True,,,,DTA104A62,3.2739,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,,AAC0998,,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,,,,13.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2116,0.0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,RXQ18TN,,,DAIKIN,7.87,Non Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",13.22,42.53,50.4,,0.0,,,,,,Enthalpy Test Room,3.8463,0.0,True,,,119.0,,0.0,0.0,,,,3.72769064980893,0.0,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",80937,2019-07-21,,Approved,Cooling Only,,Class 12,False,,True,,,,DTA104A62,3.8463,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,,AAC1025,,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,,,,13.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6998,0.0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,RXQ20TN,,,DAIKIN,8.68,Non Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",15.0,47.22,55.9,,0.0,,,,,,Enthalpy Test Room,3.7796,0.0,True,,,124.0,,0.0,0.0,,,,3.67180990965971,0.0,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",80938,2019-07-18,,Approved,Cooling Only,,Class 12,False,,True,,,,DTA104A62,3.7796,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,,AAC0992,,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6254,0.0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,RXQ22TN,,,DAIKIN,10.25,Non Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",16.98,52.15,62.4,,0.0,,,,,,Enthalpy Test Room,3.7203,0.0,True,,,129.0,,0.0,0.0,,,,3.62266439337698,0.0,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",80939,2019-07-18,,Approved,Cooling Only,,Class 12,False,,True,,,,DTA104A62,3.7203,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,,AAC1020,,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,,,,16.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5829,0.0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,RXYQ12TH,,,DAIKIN,4.26,Non Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",7.74,27.74,32.0,,0.0,,,,8.43,34.74,Enthalpy Test Room,4.1567,4.4588,True,,,104.0,118.0,0.0,0.0,,,,3.96888639833841,4.2488705085898,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",80940,2019-07-15,,Approved,Reverse Cycle,,Class 11,False,,True,,,,DTA104A62,4.1567,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,,AAC0976,,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,,,,7.74,,,,,,,,,,,,,,,,,8.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9548,3.9348
